Flight_no,Flight_Date,day_of_week,is_weekend,month_name,quarter_label,year,Carrier_Name,Carrier_Code,Origin_Airport_Code,Origin_Airport_Name,Destination_Airport_Code,Destination_Airport_Name,Route,Flight_Status,Tail_no,First_Class_Seats,Business_Class_Seats,Economy_Class_Seats,Total_Seats,Flown_Coupon_Count,Passenger_Count,Route_Traffic,Daily_Flight_Volume,Flight_Load_Factor_Pct
445,2025-09-06,Saturday,True,September,Q3,2025,Star Air,XX,DXB,Dubai International Airport,COK,Cochin International Airport,DXB-COK,,,,,,,242,242,242,17,
139,2025-08-16,Saturday,True,August,Q3,2025,Star Air,XX,DXB,Dubai International Airport,CPT,Cape Town International Airport,DXB-CPT,Active,A68535,13.0,40.0,293.0,346.0,254,254,254,17,73.41
950,2025-07-07,Monday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,CDG,Charles de Gaulle Airport (CDG),DXB-CDG,,,,,,,233,233,233,15,
499,2025-07-25,Friday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,HYD,Hyderabad - Rajiv Gandhi International Airport,DXB-HYD,,,,,,,248,248,248,22,
366,2025-09-06,Saturday,True,September,Q3,2025,Star Air,XX,DXB,Dubai International Airport,MAA,Chennai International Airport,DXB-MAA,Active,A67106,12.0,30.0,292.0,334.0,232,232,232,17,69.46
385,2025-07-25,Friday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,CPT,Cape Town International Airport,DXB-CPT,Active,VT5475,8.0,32.0,291.0,331.0,248,248,248,22,74.92
781,2025-08-16,Saturday,True,August,Q3,2025,Star Air,XX,DXB,Dubai International Airport,LHE,Allama Iqbal International Airport,DXB-LHE,Active,9V9839,9.0,25.0,291.0,325.0,245,245,474,17,75.38
998,2025-08-16,Saturday,True,August,Q3,2025,Star Air,XX,DXB,Dubai International Airport,LHE,Allama Iqbal International Airport,DXB-LHE,Active,VT6034,10.0,21.0,286.0,317.0,229,229,474,17,72.24
394,2025-08-16,Saturday,True,August,Q3,2025,Star Air,XX,DXB,Dubai International Airport,KHI,Jinnah International Airport,DXB-KHI,,,,,,,254,254,254,17,
892,2025-07-07,Monday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,DFW,Dallas/Fort Worth International Airport (DFW,DXB-DFW,Active,D-A8009,8.0,37.0,292.0,337.0,242,242,242,15,71.81
366,2025-08-16,Saturday,True,August,Q3,2025,Star Air,XX,DXB,Dubai International Airport,MAA,Chennai International Airport,DXB-MAA,Active,A67106,12.0,30.0,292.0,334.0,247,247,247,17,73.95
816,2025-09-22,Monday,False,September,Q3,2025,Star Air,XX,DXB,Dubai International Airport,LHE,Allama Iqbal International Airport,DXB-LHE,,,,,,,243,243,243,14,
559,2025-09-27,Saturday,True,September,Q3,2025,Star Air,XX,DXB,Dubai International Airport,LHE,Allama Iqbal International Airport,DXB-LHE,Active,C-F8992,8.0,25.0,295.0,328.0,227,227,720,24,69.21
393,2025-09-27,Saturday,True,September,Q3,2025,Star Air,XX,DXB,Dubai International Airport,LHE,Allama Iqbal International Airport,DXB-LHE,,,,,,,246,246,720,24,
998,2025-09-27,Saturday,True,September,Q3,2025,Star Air,XX,DXB,Dubai International Airport,LHE,Allama Iqbal International Airport,DXB-LHE,Active,VT6034,10.0,21.0,286.0,317.0,247,247,720,24,77.92
560,2025-07-07,Monday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,FRA,Frankfurt Airport (FRA),DXB-FRA,,,,,,,247,247,247,15,
796,2025-07-25,Friday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,MAA,Chennai International Airport,DXB-MAA,Active,C-F7177,10.0,21.0,297.0,328.0,248,248,248,22,75.61
366,2025-09-27,Saturday,True,September,Q3,2025,Star Air,XX,DXB,Dubai International Airport,MAA,Chennai International Airport,DXB-MAA,Active,A67106,12.0,30.0,292.0,334.0,238,238,238,24,71.26
394,2025-09-27,Saturday,True,September,Q3,2025,Star Air,XX,DXB,Dubai International Airport,KHI,Jinnah International Airport,DXB-KHI,Active,A63240,8.0,34.0,292.0,334.0,250,250,250,24,74.85
331,2025-07-25,Friday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,LHR,Heathrow Airport,DXB-LHR,Active,9V6644,15.0,26.0,293.0,334.0,240,240,240,22,71.86
445,2025-08-16,Saturday,True,August,Q3,2025,Star Air,XX,DXB,Dubai International Airport,COK,Cochin International Airport,DXB-COK,,,,,,,244,244,244,17,
847,2025-07-07,Monday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,DUB,Dublin Airport (DUB),DXB-DUB,,,,,,,226,226,226,15,
772,2025-07-07,Monday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,MEL,Melbourne Airport (MEL),DXB-MEL,,,,,,,244,244,244,15,
393,2025-09-06,Saturday,True,September,Q3,2025,Star Air,XX,DXB,Dubai International Airport,LHE,Allama Iqbal International Airport,DXB-LHE,,,,,,,250,250,493,17,
895,2025-07-25,Friday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,JFK,John F. Kennedy International Airport (JFK),DXB-JFK,Active,D-A1111,6.0,28.0,296.0,330.0,245,245,245,22,74.24
907,2025-08-26,Tuesday,False,August,Q3,2025,Star Air,XX,DXB,Dubai International Airport,MEL,Melbourne Airport (MEL),DXB-MEL,,,,,,,245,245,245,17,
709,2025-07-25,Friday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,SIN,Singapore Changi Airport (SIN),DXB-SIN,,,,,,,241,241,493,22,
504,2025-07-25,Friday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,SIN,Singapore Changi Airport (SIN),DXB-SIN,,,,,,,252,252,493,22,
328,2025-07-25,Friday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,MIL,Milan–Malpensa Airport,DXB-MIL,Active,VT6908,6.0,39.0,294.0,339.0,233,233,233,22,68.73
567,2025-08-26,Tuesday,False,August,Q3,2025,Star Air,XX,DXB,Dubai International Airport,SYD,Sydney Kingsford Smith Airport (SYD),DXB-SYD,,,,,,,244,244,244,17,
576,2025-09-27,Saturday,True,September,Q3,2025,Star Air,XX,DXB,Dubai International Airport,YUL,Montréal–Trudeau International Airport,DXB-YUL,Active,D-A7627,11.0,39.0,293.0,343.0,244,244,489,24,71.14
199,2025-09-27,Saturday,True,September,Q3,2025,Star Air,XX,DXB,Dubai International Airport,YUL,Montréal–Trudeau International Airport,DXB-YUL,Active,VT6238,13.0,40.0,296.0,349.0,245,245,489,24,70.2
383,2025-09-27,Saturday,True,September,Q3,2025,Star Air,XX,DXB,Dubai International Airport,SYD,Sydney Kingsford Smith Airport (SYD),DXB-SYD,,,,,,,248,248,248,24,
576,2025-09-06,Saturday,True,September,Q3,2025,Star Air,XX,DXB,Dubai International Airport,YUL,Montréal–Trudeau International Airport,DXB-YUL,Active,D-A7627,11.0,39.0,293.0,343.0,247,247,493,17,72.01
222,2025-09-06,Saturday,True,September,Q3,2025,Star Air,XX,DXB,Dubai International Airport,YUL,Montréal–Trudeau International Airport,DXB-YUL,Active,VT6712,15.0,39.0,293.0,347.0,246,246,493,17,70.89
560,2025-07-25,Friday,False,July,Q3,2025,Star Air,XX,FRA,Frankfurt Airport (FRA),DXB,Dubai International Airport,FRA-DXB,,,,,,,236,236,236,22,
952,2025-09-06,Saturday,True,September,Q3,2025,Star Air,XX,DXB,Dubai International Airport,SYD,Sydney Kingsford Smith Airport (SYD),DXB-SYD,,,,,,,246,246,246,17,
222,2025-08-16,Saturday,True,August,Q3,2025,Star Air,XX,DXB,Dubai International Airport,YUL,Montréal–Trudeau International Airport,DXB-YUL,Active,VT6712,15.0,39.0,293.0,347.0,249,249,249,17,71.76
499,2025-09-22,Monday,False,September,Q3,2025,Star Air,XX,HYD,Hyderabad - Rajiv Gandhi International Airport,DXB,Dubai International Airport,HYD-DXB,Active,C-F5692,10.0,32.0,292.0,334.0,274,274,274,14,82.04
195,2025-09-22,Monday,False,September,Q3,2025,Star Air,XX,KHI,Jinnah International Airport,DXB,Dubai International Airport,KHI-DXB,,,,,,,253,253,253,14,
521,2025-08-16,Saturday,True,August,Q3,2025,Star Air,XX,IAH,George Bush Intercontinental Airport,DXB,Dubai International Airport,IAH-DXB,Active,A69481,9.0,36.0,287.0,332.0,266,266,266,17,80.12
924,2025-08-26,Tuesday,False,August,Q3,2025,Star Air,XX,HAN,Noi Bai International Airport,DXB,Dubai International Airport,HAN-DXB,,,,,,,253,253,253,17,
165,2025-09-06,Saturday,True,September,Q3,2025,Star Air,XX,MEL,Melbourne Airport (MEL),DXB,Dubai International Airport,MEL-DXB,Active,VT7158,7.0,26.0,293.0,326.0,256,256,256,17,78.53
578,2025-09-22,Monday,False,September,Q3,2025,Star Air,XX,DXB,Dubai International Airport,YUL,Montréal–Trudeau International Airport,DXB-YUL,Active,9V3090,14.0,20.0,288.0,322.0,231,231,231,14,71.74
623,2025-08-26,Tuesday,False,August,Q3,2025,Star Air,XX,LHE,Allama Iqbal International Airport,DXB,Dubai International Airport,LHE-DXB,,,,,,,260,260,260,17,
117,2025-09-06,Saturday,True,September,Q3,2025,Star Air,XX,MAA,Chennai International Airport,DXB,Dubai International Airport,MAA-DXB,Active,D-A1897,10.0,33.0,297.0,340.0,251,251,251,17,73.82
150,2025-07-25,Friday,False,July,Q3,2025,Star Air,XX,JFK,John F. Kennedy International Airport (JFK),DXB,Dubai International Airport,JFK-DXB,Active,9V9796,12.0,31.0,296.0,339.0,260,260,260,22,76.7
551,2025-08-16,Saturday,True,August,Q3,2025,Star Air,XX,MAA,Chennai International Airport,DXB,Dubai International Airport,MAA-DXB,Active,C-F2165,9.0,24.0,294.0,327.0,229,229,229,17,70.03
195,2025-07-07,Monday,False,July,Q3,2025,Star Air,XX,KHI,Jinnah International Airport,DXB,Dubai International Airport,KHI-DXB,,,,,,,250,250,250,15,
117,2025-09-27,Saturday,True,September,Q3,2025,Star Air,XX,MAA,Chennai International Airport,DXB,Dubai International Airport,MAA-DXB,Active,D-A1897,10.0,33.0,297.0,340.0,230,230,230,24,67.65
253,2025-08-16,Saturday,True,August,Q3,2025,Star Air,XX,MRU,Sir Seewoosagur Ramgoolam International Airport,DXB,Dubai International Airport,MRU-DXB,Active,9V9961,7.0,39.0,294.0,340.0,244,244,244,17,71.76
944,2025-08-16,Saturday,True,August,Q3,2025,Star Air,XX,MIL,Milan–Malpensa Airport,DXB,Dubai International Airport,MIL-DXB,Active,A68242,16.0,40.0,295.0,351.0,183,183,183,17,52.14
277,2025-09-22,Monday,False,September,Q3,2025,Star Air,XX,PEW,Bacha Khan International Airport,DXB,Dubai International Airport,PEW-DXB,,,,,,,271,271,271,14,
253,2025-09-27,Saturday,True,September,Q3,2025,Star Air,XX,MRU,Sir Seewoosagur Ramgoolam International Airport,DXB,Dubai International Airport,MRU-DXB,Active,9V9961,7.0,39.0,294.0,340.0,255,255,255,24,75.0
793,2025-09-27,Saturday,True,September,Q3,2025,Star Air,XX,PEW,Bacha Khan International Airport,DXB,Dubai International Airport,PEW-DXB,Active,C-F1437,8.0,38.0,297.0,343.0,260,260,260,24,75.8
833,2025-09-06,Saturday,True,September,Q3,2025,Star Air,XX,ORD,O'Hare International Airport (ORD),DXB,Dubai International Airport,ORD-DXB,Active,VT7554,11.0,36.0,292.0,339.0,253,253,253,17,74.63
651,2025-08-26,Tuesday,False,August,Q3,2025,Star Air,XX,MIL,Milan–Malpensa Airport,DXB,Dubai International Airport,MIL-DXB,,,,,,,237,237,237,17,
386,2025-09-27,Saturday,True,September,Q3,2025,Star Air,XX,MIL,Milan–Malpensa Airport,DXB,Dubai International Airport,MIL-DXB,,,,,,,238,238,681,24,
456,2025-09-27,Saturday,True,September,Q3,2025,Star Air,XX,MIL,Milan–Malpensa Airport,DXB,Dubai International Airport,MIL-DXB,,,,,,,248,248,681,24,
529,2025-09-27,Saturday,True,September,Q3,2025,Star Air,XX,ORD,O'Hare International Airport (ORD),DXB,Dubai International Airport,ORD-DXB,Active,9V2650,10.0,30.0,295.0,335.0,225,225,473,24,67.16
833,2025-09-27,Saturday,True,September,Q3,2025,Star Air,XX,ORD,O'Hare International Airport (ORD),DXB,Dubai International Airport,ORD-DXB,Active,VT7554,11.0,36.0,292.0,339.0,248,248,473,24,73.16
817,2025-07-25,Friday,False,July,Q3,2025,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,Active,C-F4463,8.0,28.0,296.0,332.0,251,251,251,22,75.6
531,2025-07-25,Friday,False,July,Q3,2025,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,Active,D-A4289,7.0,26.0,295.0,328.0,259,259,259,22,78.96
982,2025-07-07,Monday,False,July,Q3,2025,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,,,,,,,235,235,235,15,
383,2025-08-26,Tuesday,False,August,Q3,2025,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,Active,A69316,7.0,37.0,294.0,338.0,229,229,483,17,67.75
952,2025-08-26,Tuesday,False,August,Q3,2025,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,Active,D-A7585,13.0,28.0,296.0,337.0,254,254,483,17,75.37
793,2025-09-06,Saturday,True,September,Q3,2025,Star Air,XX,PEW,Bacha Khan International Airport,DXB,Dubai International Airport,PEW-DXB,Active,C-F1437,8.0,38.0,297.0,343.0,243,243,243,17,70.85
504,2025-07-07,Monday,False,July,Q3,2025,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,Active,D-A6921,9.0,28.0,295.0,332.0,251,251,251,15,75.6
637,2025-09-27,Saturday,True,September,Q3,2025,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,Active,9V8592,8.0,34.0,289.0,331.0,243,243,243,24,73.41
161,2025-08-16,Saturday,True,August,Q3,2025,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,Active,C-F7998,10.0,38.0,295.0,343.0,260,260,260,17,75.8
384,2025-09-22,Monday,False,September,Q3,2025,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,,,,,,,253,253,483,14,
982,2025-09-22,Monday,False,September,Q3,2025,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,,,,,,,230,230,483,14,
748,2025-08-26,Tuesday,False,August,Q3,2025,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,,,,,,,239,239,481,17,
181,2025-06-10,Tuesday,False,June,Q2,2025,Star Air,XX,DXB,Dubai International Airport,ZRH,Zurich Airport (ZRH),DXB-ZRH,,,,,,,221,221,221,18,
819,2025-04-23,Wednesday,False,April,Q2,2025,Star Air,XX,DXB,Dubai International Airport,BOM,Chhatrapati Shivaji Maharaj International Airport,DXB-BOM,,,,,,,232,232,232,26,
658,2025-04-23,Wednesday,False,April,Q2,2025,Star Air,XX,CHC,Christchurch Airport,DXB,Dubai International Airport,CHC-DXB,,,,,,,245,245,245,26,
130,2025-04-23,Wednesday,False,April,Q2,2025,Star Air,XX,BNE,Brisbane Airport (BNE),DXB,Dubai International Airport,BNE-DXB,,,,,,,231,231,475,26,
696,2025-04-23,Wednesday,False,April,Q2,2025,Star Air,XX,BNE,Brisbane Airport (BNE),DXB,Dubai International Airport,BNE-DXB,Active,C-F6164,15.0,22.0,294.0,331.0,244,244,475,26,73.72
405,2025-04-23,Wednesday,False,April,Q2,2025,Star Air,XX,CCU,Netaji Subhas Chandra Bose International Airport,DXB,Dubai International Airport,CCU-DXB,,,,,,,230,230,230,26,
445,2025-06-10,Tuesday,False,June,Q2,2025,Star Air,XX,COK,Cochin International Airport,DXB,Dubai International Airport,COK-DXB,Active,D-A5874,9.0,22.0,296.0,327.0,250,250,250,18,76.45
385,2025-06-10,Tuesday,False,June,Q2,2025,Star Air,XX,CPT,Cape Town International Airport,DXB,Dubai International Airport,CPT-DXB,,,,,,,261,261,261,18,
625,2025-06-10,Tuesday,False,June,Q2,2025,Star Air,XX,DXB,Dubai International Airport,BKK,Suvarnabhumi Airport,DXB-BKK,,,,,,,211,211,424,18,
771,2025-06-10,Tuesday,False,June,Q2,2025,Star Air,XX,DXB,Dubai International Airport,BKK,Suvarnabhumi Airport,DXB-BKK,,,,,,,213,213,424,18,
608,2025-06-10,Tuesday,False,June,Q2,2025,Star Air,XX,KUL,Kuala Lumpur International Airport,DXB,Dubai International Airport,KUL-DXB,Active,9V1050,13.0,21.0,299.0,333.0,255,255,255,18,76.58
225,2025-06-10,Tuesday,False,June,Q2,2025,Star Air,XX,DFW,Dallas/Fort Worth International Airport (DFW,DXB,Dubai International Airport,DFW-DXB,Active,A64597,9.0,40.0,297.0,346.0,234,234,234,18,67.63
285,2025-06-10,Tuesday,False,June,Q2,2025,Star Air,XX,DXB,Dubai International Airport,BNE,Brisbane Airport (BNE),DXB-BNE,,,,,,,244,244,244,18,
197,2025-04-23,Wednesday,False,April,Q2,2025,Star Air,XX,DXB,Dubai International Airport,BHX,Birmingham,DXB-BHX,Active,9V6610,8.0,33.0,290.0,331.0,235,235,235,26,71.0
333,2025-04-23,Wednesday,False,April,Q2,2025,Star Air,XX,DXB,Dubai International Airport,CCU,Netaji Subhas Chandra Bose International Airport,DXB-CCU,Active,VT6909,10.0,21.0,299.0,330.0,241,241,241,26,73.03
521,2025-04-23,Wednesday,False,April,Q2,2025,Star Air,XX,DXB,Dubai International Airport,IAH,George Bush Intercontinental Airport,DXB-IAH,,,,,,,215,215,215,26,
433,2025-04-23,Wednesday,False,April,Q2,2025,Star Air,XX,DXB,Dubai International Airport,KHI,Jinnah International Airport,DXB-KHI,Active,9V2488,8.0,20.0,300.0,328.0,227,227,227,26,69.21
907,2025-06-10,Tuesday,False,June,Q2,2025,Star Air,XX,DXB,Dubai International Airport,MEL,Melbourne Airport (MEL),DXB-MEL,,,,,,,240,240,240,18,
542,2025-04-23,Wednesday,False,April,Q2,2025,Star Air,XX,DXB,Dubai International Airport,ORD,O'Hare International Airport (ORD),DXB-ORD,,,,,,,234,234,478,26,
117,2025-04-23,Wednesday,False,April,Q2,2025,Star Air,XX,DXB,Dubai International Airport,MAA,Chennai International Airport,DXB-MAA,,,,,,,242,242,242,26,
833,2025-04-23,Wednesday,False,April,Q2,2025,Star Air,XX,DXB,Dubai International Airport,ORD,O'Hare International Airport (ORD),DXB-ORD,,,,,,,244,244,478,26,
456,2025-06-10,Tuesday,False,June,Q2,2025,Star Air,XX,DXB,Dubai International Airport,MIL,Milan–Malpensa Airport,DXB-MIL,Active,A62572,8.0,27.0,299.0,334.0,228,228,228,18,68.26
815,2025-06-10,Tuesday,False,June,Q2,2025,Star Air,XX,DXB,Dubai International Airport,MRU,Sir Seewoosagur Ramgoolam International Airport,DXB-MRU,Active,9V2606,6.0,25.0,286.0,317.0,235,235,235,18,74.13
567,2025-06-10,Tuesday,False,June,Q2,2025,Star Air,XX,DXB,Dubai International Airport,SYD,Sydney Kingsford Smith Airport (SYD),DXB-SYD,,,,,,,248,248,248,18,
793,2025-04-23,Wednesday,False,April,Q2,2025,Star Air,XX,DXB,Dubai International Airport,PEW,Bacha Khan International Airport,DXB-PEW,,,,,,,253,253,253,26,
637,2025-04-23,Wednesday,False,April,Q2,2025,Star Air,XX,DXB,Dubai International Airport,SYD,Sydney Kingsford Smith Airport (SYD),DXB-SYD,,,,,,,233,233,233,26,
867,2025-04-23,Wednesday,False,April,Q2,2025,Star Air,XX,DXB,Dubai International Airport,MIL,Milan–Malpensa Airport,DXB-MIL,,,,,,,185,185,656,26,
944,2025-04-23,Wednesday,False,April,Q2,2025,Star Air,XX,DXB,Dubai International Airport,MIL,Milan–Malpensa Airport,DXB-MIL,,,,,,,248,248,656,26,
386,2025-04-23,Wednesday,False,April,Q2,2025,Star Air,XX,DXB,Dubai International Airport,MIL,Milan–Malpensa Airport,DXB-MIL,,,,,,,223,223,656,26,
924,2025-06-10,Tuesday,False,June,Q2,2025,Star Air,XX,HAN,Noi Bai International Airport,DXB,Dubai International Airport,HAN-DXB,,,,,,,247,247,247,18,
394,2025-04-23,Wednesday,False,April,Q2,2025,Star Air,XX,KHI,Jinnah International Airport,DXB,Dubai International Airport,KHI-DXB,,,,,,,228,228,228,26,
436,2025-04-23,Wednesday,False,April,Q2,2025,Star Air,XX,MEL,Melbourne Airport (MEL),DXB,Dubai International Airport,MEL-DXB,Active,9V3122,10.0,24.0,300.0,334.0,252,252,252,26,75.45
366,2025-04-23,Wednesday,False,April,Q2,2025,Star Air,XX,MAA,Chennai International Airport,DXB,Dubai International Airport,MAA-DXB,,,,,,,243,243,243,26,
328,2025-06-10,Tuesday,False,June,Q2,2025,Star Air,XX,MIL,Milan–Malpensa Airport,DXB,Dubai International Airport,MIL-DXB,,,,,,,227,227,227,18,
998,2025-04-23,Wednesday,False,April,Q2,2025,Star Air,XX,LHE,Allama Iqbal International Airport,DXB,Dubai International Airport,LHE-DXB,,,,,,,251,251,251,26,
575,2025-04-23,Wednesday,False,April,Q2,2025,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,,,,,,,246,246,496,26,
597,2025-04-23,Wednesday,False,April,Q2,2025,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,Active,9V6271,10.0,40.0,295.0,345.0,250,250,496,26,72.46
706,2025-06-10,Tuesday,False,June,Q2,2025,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,,,,,,,241,241,723,18,
952,2025-06-10,Tuesday,False,June,Q2,2025,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,Active,D-A7585,13.0,28.0,296.0,337.0,246,246,723,18,73.0
137,2025-06-10,Tuesday,False,June,Q2,2025,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,,,,,,,236,236,723,18,
222,2025-04-23,Wednesday,False,April,Q2,2025,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,,,,,,,241,241,241,26,
731,2025-04-23,Wednesday,False,April,Q2,2025,Star Air,XX,YYZ,Toronto Pearson International Airport,DXB,Dubai International Airport,YYZ-DXB,,,,,,,252,252,252,26,
808,2025-06-10,Tuesday,False,June,Q2,2025,Star Air,XX,PEW,Bacha Khan International Airport,DXB,Dubai International Airport,PEW-DXB,,,,,,,229,229,229,18,
367,2025-04-23,Wednesday,False,April,Q2,2025,Star Air,XX,ZRH,Zurich Airport (ZRH),DXB,Dubai International Airport,ZRH-DXB,Active,A67106,12.0,30.0,292.0,334.0,270,270,270,26,80.84
310,2025-09-28,Sunday,True,September,Q3,2025,Star Air,XX,IAH,George Bush Intercontinental Airport,DXB,Dubai International Airport,IAH-DXB,Active,C-F1585,12.0,20.0,299.0,331.0,260,260,260,20,78.55
276,2025-09-28,Sunday,True,September,Q3,2025,Star Air,XX,PEW,Bacha Khan International Airport,DXB,Dubai International Airport,PEW-DXB,,,,,,,270,270,270,20,
685,2025-09-28,Sunday,True,September,Q3,2025,Star Air,XX,LHR,Heathrow Airport,DXB,Dubai International Airport,LHR-DXB,Active,9V6334,12.0,27.0,291.0,330.0,250,250,250,20,75.76
592,2025-09-28,Sunday,True,September,Q3,2025,Star Air,XX,BNE,Brisbane Airport (BNE),DXB,Dubai International Airport,BNE-DXB,Active,VT7612,8.0,31.0,297.0,336.0,238,238,238,20,70.83
545,2025-09-28,Sunday,True,September,Q3,2025,Star Air,XX,CCU,Netaji Subhas Chandra Bose International Airport,DXB,Dubai International Airport,CCU-DXB,Active,VT5587,11.0,29.0,287.0,327.0,238,238,238,20,72.78
242,2025-09-28,Sunday,True,September,Q3,2025,Star Air,XX,COK,Cochin International Airport,DXB,Dubai International Airport,COK-DXB,Active,C-F4171,11.0,36.0,293.0,340.0,254,254,504,20,74.71
