Route,Carrier_Name,Carrier_Code,month_num,month_name,quarter_label,year,Total_Tickets_Sold,Revenue_AED,Net_Revenue_AED,Total_Commission_AED,Total_Discount_AED,Total_Tax_AED,Avg_Fare_AED,Revenue_Rank
CDG-DXB,Star Air,XX,9,September,Q3,2024,1514,3897366.590248,3604180.7555457,233841.99541488,59343.839269,364695.60680856,2574.22,39
DXB-ZRH,Star Air,XX,9,September,Q3,2024,1276,3602014.0,3341875.16,216120.84,44018.0,274657.53,2822.89,40
PEW-DXB,Star Air,XX,9,September,Q3,2024,2616,3224741.985538,2985440.4253333,193484.51913228,45817.041072,228988.17314848,1232.7,41
DUB-DXB,Star Air,XX,9,September,Q3,2024,855,3211574.627993,2969367.5529857,192694.47767958,49512.597329,937536.289542,3756.23,42
CHC-DXB,Star Air,XX,9,September,Q3,2024,3352,3128872.004916,2896244.1177587,187732.32029496,44895.566858,493954.83456966,933.43,43
MEL-SIN,Star Air,XX,9,September,Q3,2024,849,3128131.749081,2894946.4415306,187687.90494486,45497.402605,563059.66635371,3684.49,44
DXB-MAA,Star Air,XX,9,September,Q3,2024,3863,3107890.0,2876626.6,186473.4,44790.0,341864.72,804.53,45
DXB-CHC,Star Air,XX,9,September,Q3,2024,3210,3062271.0,2833913.74,183736.26,44621.0,477091.53,953.98,46
DXB-PEW,Star Air,XX,9,September,Q3,2024,2073,2635213.0,2433934.22,158112.78,43166.0,184526.22,1271.21,47
DXB-AKL,Star Air,XX,9,September,Q3,2024,1168,2466843.0,2280364.42,148010.58,38468.0,394379.22,2112.02,48
FRA-DXB,Star Air,XX,9,September,Q3,2024,1017,2454629.852504,2270156.9630749,147277.79115024,37195.098289,245457.41594915,2413.6,49
MAA-DXB,Star Air,XX,9,September,Q3,2024,2844,2366388.887096,2187694.4594787,141983.33322576,36711.094392,260300.39015078,832.06,50
AKL-DXB,Star Air,XX,9,September,Q3,2024,1073,2284069.104163,2114955.7558367,137044.14624978,32069.202076,348102.67537087,2128.68,51
SIN-MEL,Star Air,XX,9,September,Q3,2024,608,2201867.251473,2036627.2658361,132112.03508838,33127.950552,912768.59799065,3621.49,52
HAN-DXB,Star Air,XX,9,September,Q3,2024,1324,1960592.620825,1809977.0164211,117635.5572495,32980.047156,313694.81921467,1480.81,53
DXB-FRA,Star Air,XX,9,September,Q3,2024,749,1854763.0,1717820.22,111285.78,25657.0,185475.94,2476.32,54
DXB-DUB,Star Air,XX,9,September,Q3,2024,501,1745387.0,1613890.78,104723.22,26773.0,314169.7,3483.81,55
DXB-HAN,Star Air,XX,9,September,Q3,2024,1148,1739620.0,1611867.8,104377.2,23375.0,278339.53,1515.35,56
KHI-DXB,Star Air,XX,9,September,Q3,2024,1910,1664411.606018,1539518.4521336,99864.69636108,25028.457524,176747.33294734,871.42,57
GVA-DXB,Star Air,XX,9,September,Q3,2024,757,1589427.20808,1471385.3850868,95365.6324848,22676.190513,216491.04764188,2099.64,58
BOM-DXB,Star Air,XX,9,September,Q3,2024,1655,1428756.083394,1322798.952638,85725.36500364,20231.765754,144428.1008816,863.3,59
DXB-KHI,Star Air,XX,9,September,Q3,2024,1630,1427928.0,1320247.32,85675.68,22005.0,153744.2,876.03,60
DXB-DEL,Star Air,XX,9,September,Q3,2024,1691,1426506.0,1320743.64,85590.36,20172.0,156913.55,843.59,61
DXB-HYD,Star Air,XX,9,September,Q3,2024,1265,1072118.0,995161.92,64327.08,12629.0,53605.21,847.52,62
DXB-BOM,Star Air,XX,9,September,Q3,2024,1238,1055550.0,977138.0,63333.0,15079.0,108336.93,852.63,63
DXB-GVA,Star Air,XX,9,September,Q3,2024,470,1000952.0,926365.88,60057.12,14529.0,110105.66,2129.69,64
DXB-SVO,Star Air,XX,9,September,Q3,2024,740,998924.0,923686.56,59935.44,15302.0,89904.3,1349.9,65
DEL-DXB,Star Air,XX,9,September,Q3,2024,1121,982331.965614,908110.8717508,58939.91793684,15281.175926,108056.6750622,876.3,66
KUL-DXB,Star Air,XX,9,September,Q3,2024,887,861401.404433,795799.5929064,51684.08426598,13917.727261,115853.98677117,971.14,67
JNB-DXB,Star Air,XX,9,September,Q3,2024,835,803008.183179,741566.9398744,48180.49099074,13260.752313,109942.83869841,961.69,68
KUL-SYD,Star Air,XX,9,September,Q3,2024,780,722616.106689,669328.1790787,43356.96640134,9930.961209,112045.68475964,926.43,69
MUC-DXB,Star Air,XX,9,September,Q3,2024,842,709774.875602,657373.2488657,42586.49253612,9815.134202,96164.04177787,842.96,70
DXB-JNB,Star Air,XX,9,September,Q3,2024,767,705641.0,655388.54,42338.46,7914.0,42337.53,920.0,71
DXB-LGW,Star Air,XX,9,September,Q3,2024,859,686087.0,634722.78,41165.22,10199.0,41164.33,798.7,72
DXB-CMB,Star Air,XX,9,September,Q3,2024,685,680013.0,631023.22,40800.78,8189.0,40800.72,992.72,73
JFK-MIL,Star Air,XX,9,September,Q3,2024,858,664107.165501,614914.4440661,39846.42993006,9346.291498,90650.05998767,774.02,74
LGW-DXB,Star Air,XX,9,September,Q3,2024,775,653428.656175,604846.2471531,39205.7193705,9376.68966,88165.09861333,843.13,75
SYD-KUL,Star Air,XX,9,September,Q3,2024,673,627940.546745,578829.4157189,37676.4328047,11434.69822,142046.47605516,933.05,76
DXB-MUC,Star Air,XX,9,September,Q3,2024,752,601990.0,557157.6,36119.4,8713.0,60197.41,800.52,77
MIL-JFK,Star Air,XX,9,September,Q3,2024,677,557326.03529,515241.841079,33439.5621174,8644.632096,74298.66787456,823.23,78
BHX-DXB,Star Air,XX,9,September,Q3,2024,693,552788.730492,511720.7175113,33167.32382952,7900.689158,75628.8505148,797.67,79
SVO-DXB,Star Air,XX,9,September,Q3,2024,441,550679.772472,509574.5638969,33040.78634832,8064.422227,49561.16585382,1248.71,80
DXB-KUL,Star Air,XX,9,September,Q3,2024,574,540046.0,497674.24,32402.76,9969.0,32402.19,940.85,81
DXB-ADD,Star Air,XX,9,September,Q3,2024,567,490157.0,453788.58,29409.42,6959.0,29409.53,864.47,82
ADD-DXB,Star Air,XX,9,September,Q3,2024,642,434207.56392,400907.4926448,26052.4538352,7247.61744,57304.7536848,676.34,83
DXB-BHX,Star Air,XX,9,September,Q3,2024,431,352105.0,325042.7,21126.3,5936.0,35210.98,816.95,84
HYD-DXB,Star Air,XX,9,September,Q3,2024,354,317650.123602,293136.451112,19059.00741612,5454.665074,15882.51634232,897.32,85
CMB-DXB,Star Air,XX,9,September,Q3,2024,277,259622.000098,239953.3130168,15577.32000588,4091.367075,4471.03463542,937.26,86
SVO-DFW,Star Air,XX,9,September,Q3,2024,1,4144.037046,3895.3948232,248.64222276,0.0,455.84591401,4144.04,87
LHE-HAN,Star Air,XX,9,September,Q3,2024,2,3021.199331,2839.9273712,181.27195986,0.0,422.96881067,1510.6,88
HAN-GVA,Star Air,XX,9,September,Q3,2024,1,2133.524439,2005.5129727,128.01146634,0.0,128.01146211,2133.52,89
MUC-SVO,Star Air,XX,9,September,Q3,2024,1,2094.55302,1968.8798388,125.6731812,0.0,251.5600923,2094.55,90
HYD-HAN,Star Air,XX,9,September,Q3,2024,1,840.994494,790.5348244,50.45966964,0.0,109.32663138,840.99,91
SYD-AKL,Star Air,XX,9,September,Q3,2024,1,490.753424,461.3082186,29.44520544,0.0,88.33561632,490.75,92
DXB-MEL,Star Air,XX,10,October,Q4,2024,1997,7189359.0,6642830.46,431361.54,115167.0,1330607.3,3600.08,1
BNE-DXB,Star Air,XX,10,October,Q4,2024,3179,5562562.224764,5141106.9595854,333753.73348584,87701.531702,1014037.69654902,1749.78,2
DXB-BNE,Star Air,XX,10,October,Q4,2024,3113,5297901.0,4908833.94,317874.06,71193.0,960688.42,1701.86,3
DXB-SYD,Star Air,XX,10,October,Q4,2024,2223,5097334.0,4716862.96,305840.04,74631.0,943507.11,2293.0,4
MEL-DXB,Star Air,XX,10,October,Q4,2024,1361,5042112.52288,4670344.2485692,302526.7513728,69241.522935,938112.94101919,3704.71,5
SYD-DXB,Star Air,XX,10,October,Q4,2024,2112,4858320.579426,4492615.0783398,291499.23476556,74206.266327,892930.74336116,2300.34,6
DXB-YUL,Star Air,XX,10,October,Q4,2024,3922,3410678.0,3157499.32,204640.68,48538.0,341984.43,869.63,7
YUL-DXB,Star Air,XX,10,October,Q4,2024,3671,3237303.623008,2989753.784502,194238.21738048,53311.621118,319699.79297369,881.86,8
ORD-DXB,Star Air,XX,10,October,Q4,2024,907,2847923.90302,2636109.2030285,170875.4341812,40939.265815,311142.26113579,3139.94,9
DXB-ORD,Star Air,XX,10,October,Q4,2024,844,2835006.0,2622764.64,170100.36,42141.0,312383.63,3359.01,10
DXB-BKK,Star Air,XX,10,October,Q4,2024,1461,2683318.0,2479924.92,160999.08,42394.0,544230.44,1836.63,11
BKK-DXB,Star Air,XX,10,October,Q4,2024,1366,2535017.608646,2347288.2184669,152101.05651876,35628.333659,509184.77388051,1855.8,12
DXB-IAH,Star Air,XX,10,October,Q4,2024,614,1922315.0,1780968.1,115338.9,26008.0,194515.91,3130.81,13
IAH-DXB,Star Air,XX,10,October,Q4,2024,569,1815440.659248,1681028.2787059,108926.43955488,25485.940989,183495.05490857,3190.58,14
SIN-DXB,Star Air,XX,10,October,Q4,2024,1413,1801280.52139,1665446.2540059,108076.8312834,27757.4361,211608.43053029,1274.79,15
DXB-JFK,Star Air,XX,10,October,Q4,2024,426,1679335.0,1547477.9,100760.1,31097.0,168469.81,3942.1,16
DXB-SIN,Star Air,XX,10,October,Q4,2024,1356,1678826.0,1553845.44,100729.56,24251.0,195721.45,1238.07,17
JFK-DXB,Star Air,XX,10,October,Q4,2024,436,1601033.253128,1479362.8461843,96061.99518768,25608.411754,161373.54373874,3672.09,18
DXB-CPT,Star Air,XX,10,October,Q4,2024,736,1542765.0,1426356.1,92565.9,23843.0,152327.21,2096.15,19
DXB-CCU,Star Air,XX,10,October,Q4,2024,1461,1394229.0,1290263.26,83653.74,20312.0,112318.06,954.3,20
DXB-MRU,Star Air,XX,10,October,Q4,2024,724,1393159.0,1287074.46,83589.54,22495.0,109471.53,1924.25,21
COK-DXB,Star Air,XX,10,October,Q4,2024,1689,1390468.285451,1286024.7533151,83428.09712706,21015.435009,136288.21428648,823.25,22
DXB-DFW,Star Air,XX,10,October,Q4,2024,342,1381975.0,1278902.5,82918.5,20154.0,138458.7,4040.86,23
CPT-DXB,Star Air,XX,10,October,Q4,2024,627,1355735.611225,1253736.4849662,81344.1366735,20654.989585,129027.11744034,2162.26,24
DXB-COK,Star Air,XX,10,October,Q4,2024,1667,1352216.0,1249979.04,81132.96,21104.0,132366.42,811.17,25
LHE-DXB,Star Air,XX,10,October,Q4,2024,1502,1345352.351792,1243753.1679903,80721.14110752,20878.042693,126355.75974611,895.71,26
MRU-DXB,Star Air,XX,10,October,Q4,2024,708,1325362.247423,1227589.3412928,79521.73484538,18251.171284,107894.78650492,1871.98,27
DFW-DXB,Star Air,XX,10,October,Q4,2024,329,1271451.681521,1175361.6434468,76287.10089126,19802.937184,125622.02279586,3864.59,28
CCU-DXB,Star Air,XX,10,October,Q4,2024,1233,1267705.31696,1173287.2457712,76062.3190176,18355.752171,102967.47301427,1028.15,29
DXB-LHE,Star Air,XX,10,October,Q4,2024,1358,1161497.0,1073198.18,69689.82,18609.0,108891.48,855.3,30
MIL-DXB,Star Air,XX,10,October,Q4,2024,993,1138118.858583,1053638.8962183,68287.13151498,16192.830853,100981.85794008,1146.14,31
DXB-MIL,Star Air,XX,10,October,Q4,2024,870,1100469.0,1016860.86,66028.14,17580.0,99434.53,1264.91,32
DXB-CDG,Star Air,XX,10,October,Q4,2024,388,1024017.0,948759.98,61441.02,13816.0,96911.71,2639.22,33
CDG-DXB,Star Air,XX,10,October,Q4,2024,401,1008568.793974,933758.6740167,60514.12763844,14295.992314,93310.50024477,2515.13,34
LHR-DXB,Star Air,XX,10,October,Q4,2024,587,890609.163796,825072.6370821,53436.54982776,12099.976887,63229.79337506,1517.22,35
DXB-YYZ,Star Air,XX,10,October,Q4,2024,233,857450.0,788166.0,51447.0,17837.0,94318.95,3680.04,36
YYZ-DXB,Star Air,XX,10,October,Q4,2024,227,857141.110682,792888.7846685,51428.46664092,12823.859373,94287.65585987,3775.95,37
DXB-LHR,Star Air,XX,10,October,Q4,2024,574,855742.0,791891.48,51344.52,12506.0,63228.74,1490.84,38
ZRH-DXB,Star Air,XX,10,October,Q4,2024,300,840547.18677,774046.8040878,50432.8312062,16067.551473,65196.09726035,2801.82,39
DXB-AKL,Star Air,XX,10,October,Q4,2024,346,806514.0,745312.16,48390.84,12811.0,126391.86,2330.97,40
PEW-DXB,Star Air,XX,10,October,Q4,2024,588,752683.430474,695522.786696,45161.00582844,11999.637949,53023.12547224,1280.07,41
DXB-CHC,Star Air,XX,10,October,Q4,2024,703,687450.0,636105.0,41247.0,10098.0,106276.01,977.88,42
DXB-ZRH,Star Air,XX,10,October,Q4,2024,236,670280.0,619935.2,40216.8,10128.0,50952.23,2840.17,43
DUB-DXB,Star Air,XX,10,October,Q4,2024,179,645192.967095,598125.7593253,38711.5780257,8355.629745,188352.51570436,3604.43,44
SIN-MEL,Star Air,XX,10,October,Q4,2024,153,585704.405827,543098.404181,35142.26434962,7463.737296,240584.91599266,3828.13,45
MEL-SIN,Star Air,XX,10,October,Q4,2024,148,573055.175057,531553.6196851,34383.31050342,7118.244868,103151.07466016,3871.99,46
MAA-DXB,Star Air,XX,10,October,Q4,2024,674,563685.504744,521430.9038265,33821.13028464,8433.470633,62004.85752044,836.33,47
CHC-DXB,Star Air,XX,10,October,Q4,2024,562,552300.630222,511580.8637015,33138.03781332,7581.728708,85557.25340747,982.74,48
DXB-MAA,Star Air,XX,10,October,Q4,2024,685,545315.0,505673.1,32718.9,6923.0,59985.75,796.08,49
AKL-DXB,Star Air,XX,10,October,Q4,2024,240,540101.106335,498317.5313741,32406.0663801,9377.508581,81811.38383533,2250.42,50
FRA-DXB,Star Air,XX,10,October,Q4,2024,212,482550.229273,444794.8454863,28953.01375638,8802.370032,48251.59977704,2276.18,51
DXB-PEW,Star Air,XX,10,October,Q4,2024,382,474051.0,438250.94,28443.06,7357.0,32103.77,1240.97,52
GVA-DXB,Star Air,XX,10,October,Q4,2024,196,449400.563623,418361.9224932,26964.03381738,4074.607315,63125.28332753,2292.86,53
HAN-DXB,Star Air,XX,10,October,Q4,2024,276,444956.195525,410746.5751308,26697.3717315,7512.248663,71192.99133261,1612.16,54
DXB-DUB,Star Air,XX,10,October,Q4,2024,96,378242.0,351208.48,22694.52,4339.0,68083.06,3940.02,55
KHI-DXB,Star Air,XX,10,October,Q4,2024,400,375293.756254,347910.6351678,22517.62537524,4865.495711,39647.35912926,938.23,56
DXB-KHI,Star Air,XX,10,October,Q4,2024,422,362592.0,336831.48,21755.52,4005.0,38714.45,859.22,57
DXB-FRA,Star Air,XX,10,October,Q4,2024,132,309579.0,285007.26,18574.74,5997.0,30958.36,2345.3,58
BOM-DXB,Star Air,XX,10,October,Q4,2024,348,309468.551273,284699.6999954,18568.11307638,6200.738202,31026.97054081,889.28,59
DXB-DEL,Star Air,XX,10,October,Q4,2024,323,280186.0,258846.84,16811.16,4528.0,30819.37,867.45,60
DXB-HAN,Star Air,XX,10,October,Q4,2024,169,256148.0,237795.12,15368.88,2984.0,40983.11,1515.67,61
DEL-DXB,Star Air,XX,10,October,Q4,2024,265,217114.839443,200950.6015054,13026.89036658,3137.347571,23882.66849561,819.3,62
DXB-SVO,Star Air,XX,10,October,Q4,2024,141,197925.0,183264.5,11875.5,2785.0,17813.33,1403.72,63
DXB-HYD,Star Air,XX,10,October,Q4,2024,214,178864.0,165266.16,10731.84,2866.0,8943.46,835.81,64
SVO-DXB,Star Air,XX,10,October,Q4,2024,140,171853.935118,159241.9483382,10311.23610708,2300.750673,15466.86147786,1227.53,65
DXB-BOM,Star Air,XX,10,October,Q4,2024,183,170069.0,157555.86,10204.14,2309.0,17648.5,929.34,66
KUL-SYD,Star Air,XX,10,October,Q4,2024,183,165901.492959,153265.9649011,9954.08957754,2681.43848,25723.37648769,906.57,67
MIL-JFK,Star Air,XX,10,October,Q4,2024,179,158157.874892,145942.0873716,9489.47249352,2726.315027,21645.52447714,883.56,68
KUL-DXB,Star Air,XX,10,October,Q4,2024,158,147596.058359,135114.764663,8855.76350154,3625.530194,20862.7509315,934.15,69
DXB-KUL,Star Air,XX,10,October,Q4,2024,134,137343.0,126852.42,8240.58,2250.0,8240.12,1024.95,70
DXB-GVA,Star Air,XX,10,October,Q4,2024,58,136923.0,126386.62,8215.38,2321.0,15061.75,2360.74,71
JFK-MIL,Star Air,XX,10,October,Q4,2024,165,136231.734988,126296.9078491,8173.90409928,1760.92304,17523.72262152,825.65,72
DXB-MUC,Star Air,XX,10,October,Q4,2024,155,128484.0,118617.96,7709.04,2157.0,12848.5,828.93,73
DXB-JNB,Star Air,XX,10,October,Q4,2024,154,126336.0,116689.84,7580.16,2066.0,7580.47,820.36,74
DXB-LGW,Star Air,XX,10,October,Q4,2024,150,116896.0,108457.24,7013.76,1425.0,7014.07,779.31,75
LGW-DXB,Star Air,XX,10,October,Q4,2024,143,113463.307643,104411.9011947,6807.79845858,2243.607989,15547.00110197,793.45,76
DXB-CMB,Star Air,XX,10,October,Q4,2024,108,105273.0,97150.62,6316.38,1806.0,6316.39,974.75,77
SYD-KUL,Star Air,XX,10,October,Q4,2024,106,100423.701084,93503.491351,6025.42206504,894.787668,22715.15152301,947.39,78
ADD-DXB,Star Air,XX,10,October,Q4,2024,146,96494.28048,89334.0515712,5789.6568288,1370.57208,12734.889444,660.92,79
MUC-DXB,Star Air,XX,10,October,Q4,2024,105,90421.668096,83257.4272578,5425.30008576,1738.940752,11658.39977863,861.16,80
DXB-BHX,Star Air,XX,10,October,Q4,2024,98,80413.0,74399.22,4824.78,1189.0,8041.32,820.54,81
DXB-ADD,Star Air,XX,10,October,Q4,2024,81,74166.0,68747.04,4449.96,969.0,4449.95,915.63,82
JNB-DXB,Star Air,XX,10,October,Q4,2024,86,73371.774399,68002.7296169,4402.30646394,966.738318,8696.09271404,853.16,83
HYD-DXB,Star Air,XX,10,October,Q4,2024,67,61451.141403,56212.2398451,3687.06848418,1551.833074,3072.5605246,917.18,84
BHX-DXB,Star Air,XX,10,October,Q4,2024,77,60030.548636,55385.78923,3601.83291816,1042.926488,8229.73980502,779.62,85
CMB-DXB,Star Air,XX,10,October,Q4,2024,53,48460.705532,44496.4874248,2907.64233192,1056.575775,834.55830404,914.35,86
YUL-DFW,Star Air,XX,10,October,Q4,2024,1,1149.007713,1080.0672502,68.94046278,0.0,114.78948726,1149.01,87
AKL-MEL,Star Air,XX,10,October,Q4,2024,1,112.041954,105.3194368,6.72251724,0.0,19.0886292,112.04,88
DXB-MEL,Star Air,XX,11,November,Q4,2024,2327,8652475.0,8010667.5,519148.5,122659.0,1608460.56,3718.3,1
DXB-SYD,Star Air,XX,11,November,Q4,2024,3000,7171428.0,6629442.32,430285.68,111700.0,1321067.95,2390.48,2
DXB-BNE,Star Air,XX,11,November,Q4,2024,3901,6640226.0,6137823.44,398413.56,103989.0,1205122.95,1702.19,3
BNE-DXB,Star Air,XX,11,November,Q4,2024,3832,6455608.741773,5968120.1379721,387336.52450638,100152.079275,1186028.27855169,1684.66,4
MEL-DXB,Star Air,XX,11,November,Q4,2024,1712,6169160.656783,5713757.4636065,370149.63940698,85253.553772,1147174.57916651,3603.48,5
SYD-DXB,Star Air,XX,11,November,Q4,2024,2645,6003289.612017,5559535.5501674,360197.37672102,83556.685126,1100923.94900779,2269.67,6
DXB-YUL,Star Air,XX,11,November,Q4,2024,4855,4212629.0,3897580.26,252757.74,62291.0,420290.41,867.69,7
YUL-DXB,Star Air,XX,11,November,Q4,2024,4607,4072737.214902,3771774.1115254,244364.23289412,56598.870448,403235.9234014,884.03,8
DXB-BKK,Star Air,XX,11,November,Q4,2024,1888,3635458.0,3355641.52,218127.48,61689.0,731592.22,1925.56,9
DXB-ORD,Star Air,XX,11,November,Q4,2024,1049,3507041.0,3246362.54,210422.46,50256.0,384272.36,3343.22,10
BKK-DXB,Star Air,XX,11,November,Q4,2024,1722,3413888.991206,3153024.7628875,204833.33947236,56030.888847,681610.50712292,1982.51,11
ORD-DXB,Star Air,XX,11,November,Q4,2024,1022,3326563.754872,3074480.0659719,199593.82529232,52489.863613,362798.62111399,3254.95,12
DXB-IAH,Star Air,XX,11,November,Q4,2024,701,2337583.0,2166915.02,140254.98,30413.0,237873.39,3334.64,13
DXB-SIN,Star Air,XX,11,November,Q4,2024,1724,2286367.0,2118168.98,137182.02,31016.0,266976.27,1326.2,14
SIN-DXB,Star Air,XX,11,November,Q4,2024,1773,2226377.617283,2065031.9483317,133582.65703698,27763.011936,261723.25908895,1255.71,15
IAH-DXB,Star Air,XX,11,November,Q4,2024,681,2158630.143824,1982907.1585226,129517.80862944,46205.176676,216686.84336265,3169.79,16
DXB-JFK,Star Air,XX,11,November,Q4,2024,479,2007304.0,1863147.76,120438.24,23718.0,201131.2,4190.61,17
DXB-CPT,Star Air,XX,11,November,Q4,2024,892,1931910.0,1792693.4,115914.6,23302.0,190063.9,2165.82,18
MRU-DXB,Star Air,XX,11,November,Q4,2024,974,1912478.057473,1770480.872207,114748.68344838,27248.501818,158646.20269172,1963.53,19
JFK-DXB,Star Air,XX,11,November,Q4,2024,473,1853874.730462,1714664.7982782,111232.48382772,27977.448354,185266.18712431,3919.4,20
COK-DXB,Star Air,XX,11,November,Q4,2024,2104,1822569.011318,1685077.700235,109354.14067908,28137.170404,175386.97293421,866.24,21
DXB-DFW,Star Air,XX,11,November,Q4,2024,445,1806908.0,1670042.52,108414.48,28451.0,182955.18,4060.47,22
CPT-DXB,Star Air,XX,11,November,Q4,2024,838,1783625.247968,1648031.894927,107017.51487808,28575.838163,172733.70358926,2128.43,23
DFW-DXB,Star Air,XX,11,November,Q4,2024,442,1768244.499879,1632856.5203029,106094.66999274,29293.309583,175827.24001023,4000.55,24
DXB-COK,Star Air,XX,11,November,Q4,2024,2088,1723811.0,1593611.34,103428.66,26771.0,170853.84,825.58,25
DXB-MRU,Star Air,XX,11,November,Q4,2024,891,1713374.0,1582627.56,102802.44,27944.0,134599.34,1922.98,26
MIL-DXB,Star Air,XX,11,November,Q4,2024,1303,1666126.183459,1543397.4012533,99967.57100754,22761.211209,147683.99051825,1278.68,27
DXB-CCU,Star Air,XX,11,November,Q4,2024,1699,1662412.0,1537523.28,99744.72,25144.0,135072.68,978.46,28
LHE-DXB,Star Air,XX,11,November,Q4,2024,1868,1662107.649559,1539361.8944637,99726.45897354,23019.29612,156356.64070167,889.78,29
DXB-CDG,Star Air,XX,11,November,Q4,2024,561,1585877.0,1467858.38,95152.62,22866.0,147932.61,2826.88,30
DXB-LHE,Star Air,XX,11,November,Q4,2024,1756,1547951.0,1432340.94,92877.06,22733.0,145596.05,881.52,31
DXB-YYZ,Star Air,XX,11,November,Q4,2024,388,1513943.0,1401502.42,90836.58,21604.0,166533.06,3901.91,32
CDG-DXB,Star Air,XX,11,November,Q4,2024,547,1483107.703822,1370275.3547597,88986.46222932,23845.886836,137133.70932055,2711.35,33
YYZ-DXB,Star Air,XX,11,November,Q4,2024,356,1424493.383157,1323576.5556725,85469.60298942,15447.224497,156696.46019575,4001.39,34
CCU-DXB,Star Air,XX,11,November,Q4,2024,1462,1411852.710016,1306485.7091989,84711.16260096,20655.838217,114622.4598956,965.7,35
DXB-MIL,Star Air,XX,11,November,Q4,2024,1149,1368693.0,1266593.42,82121.58,19978.0,124449.0,1191.2,36
DXB-LHR,Star Air,XX,11,November,Q4,2024,702,1162318.0,1070508.92,69739.08,22070.0,88067.84,1655.72,37
ZRH-DXB,Star Air,XX,11,November,Q4,2024,387,1096497.47283,1015045.810082,65789.8483698,15661.814379,81430.88778968,2833.33,38
LHR-DXB,Star Air,XX,11,November,Q4,2024,673,976698.288938,902408.6001383,58601.89733628,15687.791464,71800.54186781,1451.26,39
PEW-DXB,Star Air,XX,11,November,Q4,2024,759,952918.233975,881654.85358,57175.0940385,14088.286356,67429.66492318,1255.49,40
DXB-AKL,Star Air,XX,11,November,Q4,2024,447,948569.0,879746.86,56914.14,11908.0,149509.24,2122.08,41
AKL-DXB,Star Air,XX,11,November,Q4,2024,380,836609.315662,772982.486286,50196.55893972,13430.270435,128656.78961809,2201.6,42
DXB-ZRH,Star Air,XX,11,November,Q4,2024,314,807401.0,747328.94,48444.06,11628.0,62183.93,2571.34,43
DXB-CHC,Star Air,XX,11,November,Q4,2024,783,759401.0,702115.94,45564.06,11721.0,117312.96,969.86,44
FRA-DXB,Star Air,XX,11,November,Q4,2024,299,750156.387014,696700.0444975,45009.38322084,8446.959294,75012.5775974,2508.88,45
DXB-MAA,Star Air,XX,11,November,Q4,2024,871,739588.0,683489.72,44375.28,11723.0,81354.99,849.13,46
DUB-DXB,Star Air,XX,11,November,Q4,2024,185,693781.846846,639544.7354232,41626.91081076,12610.200613,202528.95671966,3750.17,47
MAA-DXB,Star Air,XX,11,November,Q4,2024,774,665516.041577,615580.885872,39930.96249462,10004.193211,73206.23821766,859.84,48
