Flight_Date,month_name,quarter_label,year,Carrier_Name,Carrier_Code,Flight_no,Route,Origin_Airport_Name,Destination_Airport_Name,Flight_Details_Flag,Flight_Status,Carrier_Type,Passenger_Count,Coupon_Count,First_Class_Seats,Business_Class_Seats,Economy_Class_Seats,Total_Seats,Load_Factor_Pct,Starair_Revenue_AED,Starair_Net_Revenue_AED,Starair_Commission_AED,Starair_Discount_AED,Starair_Tax_AED,Starair_Tickets_Sold,Inward_Billed_Amount,Inward_Billed_Commission,Inward_Accepted_Amount,Inward_Accepted_Commission,Inward_Rejected_Amount,Inward_Rejected_Commission,Inward_Ticket_Count,Inward_Acceptance_Rate_Pct,Settlement_Sale_Value,Settlement_Billing_Value,Settlement_Invoice_Count,Settlement_Ticket_Count,Settlement_Variance
2026-01-15,January,Q1,2026,Star Air,XX,653,DXB-SVO,Dubai International Airport,Sheremetyevo International Airport,Available,Active,Star Air,243,243,6,21,294,321,75.70,317853.00000000,292828.8200000,19071.18000000,5953.00000000,28606.30000000,243,1181970.00,70918.20,1007629.15,60457.57,174340.85,10460.63,1922,85.25,80871308.00,80871308.00,1016,1534,0.00
2026-01-09,January,Q1,2026,Star Air,XX,560,FRA-DXB,Frankfurt Airport (FRA),Dubai International Airport,Not Available,null,Star Air,264,264,null,null,null,0,null,null,null,null,null,null,null,766635.00,45998.10,650189.79,39011.21,116445.21,6986.89,1696,84.81,68711838.00,68711838.00,961,1493,0.00
2026-02-14,February,Q1,2026,Star Air,XX,165,MEL-DXB,Melbourne Airport (MEL),Dubai International Airport,Available,Active,Star Air,241,241,7,26,293,326,73.93,936352.04317200,869366.1271043,56181.12259032,10804.79347800,168546.08578863,241,1196760.00,71805.60,1007213.96,60432.58,189546.04,11373.02,2353,84.16,274913375.00,274913375.00,970,1471,0.00
2025-10-30,October,Q4,2025,Star Air,XX,847,DUB-DXB,Dublin Airport (DUB),Dubai International Airport,Available,Active,Star Air,240,240,12,31,298,341,70.38,263719.23192200,238058.4573532,15823.15391532,9837.62065200,29007.84596147,218,1601425.00,96085.50,1353026.79,81181.61,248398.21,14903.89,2381,84.49,899523364.00,899523364.00,3978,15917,0.00
2026-03-14,March,Q1,2026,Star Air,XX,229,BKK-DXB,Suvarnabhumi Airport,Dubai International Airport,Available,Active,Star Air,250,250,13,29,300,342,73.10,494276.21265400,455940.1278288,29656.57275924,8679.51206600,103797.91710451,250,913720.00,54823.20,772101.54,46326.02,141618.46,8497.18,1222,84.50,82635310.00,82635310.00,848,1194,0.00
2025-05-04,May,Q2,2025,Star Air,XX,342,ORD-DXB,O'Hare International Airport (ORD),Dubai International Airport,Available,Active,Star Air,227,227,7,34,289,330,68.79,849585.21669800,785141.5781760,50975.11300188,13468.52552000,93454.52587179,227,1646470.00,98788.20,1391148.70,83468.80,255321.30,15319.40,2157,84.49,335758013.00,335758013.00,2104,4531,0.00
2026-03-18,March,Q1,2026,Star Air,XX,989,DXB-COK,Dubai International Airport,Cochin International Airport,Not Available,null,Star Air,229,229,null,null,null,0,null,null,null,null,null,null,null,1540270.00,92416.20,1306541.86,78392.33,233728.14,14023.87,2160,84.83,45417676.00,45417676.00,804,1138,0.00
2025-02-27,February,Q1,2025,Star Air,XX,153,DXB-BNE,Dubai International Airport,Brisbane Airport (BNE),Not Available,null,Star Air,234,234,null,null,null,0,null,null,null,null,null,null,null,1735705.00,104142.30,1468019.29,88081.10,267685.71,16061.20,2724,84.58,146151366.00,146151366.00,1526,2826,0.00
2025-01-21,January,Q1,2025,Star Air,XX,651,MIL-DXB,Milan–Malpensa Airport,Dubai International Airport,Not Available,null,Star Air,254,254,null,null,null,0,null,null,null,null,null,null,null,1085915.00,65154.90,920153.09,55209.08,165761.92,9945.82,2043,84.74,262648667.00,262648667.00,1517,2791,0.00
2025-04-01,April,Q2,2025,Star Air,XX,311,DXB-BNE,Dubai International Airport,Brisbane Airport (BNE),Not Available,null,Star Air,244,244,null,null,null,0,null,null,null,null,null,null,null,1384260.00,83055.60,1171242.46,70293.82,213017.54,12761.78,3150,84.61,143436817.00,143436817.00,1479,2671,0.00
2025-09-17,September,Q3,2025,Star Air,XX,962,DXB-GVA,Dubai International Airport,Geneva Airport (GVA),Not Available,null,Star Air,231,231,null,null,null,0,null,null,null,null,null,null,null,1236845.00,74210.70,1050410.63,63024.49,186434.37,11186.21,1982,84.93,509700679.00,509700679.00,3337,10640,0.00
2025-04-26,April,Q2,2025,Star Air,XX,962,GVA-DXB,Geneva Airport (GVA),Dubai International Airport,Available,Active,Star Air,209,209,14,30,294,338,61.83,497714.11491400,459536.9179493,29862.84689484,8314.35007000,68764.86872947,209,1363940.00,81836.40,1151313.14,68595.59,212626.87,13240.81,2338,84.41,82573519.00,82573519.00,1308,2266,0.00
2025-11-17,November,Q4,2025,Star Air,XX,822,LHE-DXB,Allama Iqbal International Airport,Dubai International Airport,Not Available,null,Star Air,224,224,null,null,null,0,null,null,null,null,null,null,null,875615.00,52536.90,744800.20,44687.91,130814.80,7848.99,1706,85.06,315600293.00,315600293.00,1844,3865,0.00
2025-04-05,April,Q2,2025,Star Air,XX,130,DXB-BNE,Dubai International Airport,Brisbane Airport (BNE),Available,Active,Star Air,244,244,6,28,292,326,74.85,431334.00000000,398857.9600000,25880.04000000,6596.00000000,86267.26000000,244,839500.00,50370.00,710072.98,42604.28,129427.02,7765.72,1606,84.58,80602051.00,80602051.00,1499,2693,0.00
2025-11-07,November,Q4,2025,Star Air,XX,748,DXB-YUL,Dubai International Airport,Montréal–Trudeau International Airport,Available,Active,Star Air,241,241,12,30,297,339,71.09,205920.00000000,191054.8000000,12355.20000000,2510.00000000,22651.24000000,241,625855.00,37551.30,532557.84,31953.56,93297.17,5597.74,1731,85.09,469663207.00,469663207.00,3382,11469,0.00
2026-02-23,February,Q1,2026,Star Air,XX,767,CCU-DXB,Netaji Subhas Chandra Bose International Airport,Dubai International Airport,Not Available,null,Star Air,260,260,null,null,null,0,null,null,null,null,null,null,null,278265.00,16695.90,235521.03,14131.24,42743.97,2564.66,729,84.64,65454740.00,65454740.00,933,1358,0.00
2025-04-18,April,Q2,2025,Star Air,XX,499,DXB-HYD,Dubai International Airport,Hyderabad - Rajiv Gandhi International Airport,Not Available,null,Star Air,232,232,null,null,null,0,null,null,null,null,null,null,null,971795.00,58307.70,823690.87,49421.37,148104.13,8886.33,1700,84.76,83693508.00,83693508.00,1350,2365,0.00
2025-05-12,May,Q2,2025,Star Air,XX,504,SIN-DXB,Singapore Changi Airport (SIN),Dubai International Airport,Available,Active,Star Air,242,242,9,28,295,332,72.89,358250.00239100,331048.4566210,21495.00014346,5706.54562600,42990.85639923,242,413470.00,24808.20,348359.40,20830.09,65110.60,3978.11,977,84.25,452390677.00,452390677.00,3279,10121,0.00
2025-11-19,November,Q4,2025,Star Air,XX,199,YUL-DXB,Montréal–Trudeau International Airport,Dubai International Airport,Not Available,null,Star Air,230,230,null,null,null,0,null,null,null,null,null,null,null,1559265.00,93555.90,1315654.77,78939.48,243610.24,14616.42,2628,84.38,93880648.00,93880648.00,1305,2214,0.00
2025-03-13,March,Q1,2025,Star Air,XX,277,DXB-PEW,Dubai International Airport,Bacha Khan International Airport,Not Available,null,Star Air,255,255,null,null,null,0,null,null,null,null,null,null,null,1237875.00,74272.50,1048441.49,62906.32,189433.51,11366.18,2055,84.70,135936656.00,135936656.00,1525,2785,0.00
2025-07-29,July,Q3,2025,Star Air,XX,311,DXB-BNE,Dubai International Airport,Brisbane Airport (BNE),Not Available,null,Star Air,236,236,null,null,null,0,null,null,null,null,null,null,null,1031625.00,61897.50,872374.27,52342.49,159250.73,9555.01,2209,84.56,478950843.00,478950843.00,3141,9581,0.00
2026-01-19,January,Q1,2026,Star Air,XX,578,DXB-YUL,Dubai International Airport,Montréal–Trudeau International Airport,Available,Active,Star Air,247,247,14,20,288,322,76.71,212184.00000000,195599.9600000,12731.04000000,3853.00000000,23340.82000000,247,491380.00,29482.80,413358.46,24801.51,78021.54,4681.29,723,84.12,75301110.00,75301110.00,971,1480,0.00
2025-09-12,September,Q3,2025,Star Air,XX,825,COK-DXB,Cochin International Airport,Dubai International Airport,Available,Active,Star Air,244,244,10,32,291,333,73.27,217779.69531800,201524.2839760,13066.78171908,3188.62962400,19600.04219340,244,735380.00,44122.80,622671.45,37360.08,112708.55,6762.72,1708,84.67,497929735.00,497929735.00,3286,10303,0.00
2025-10-30,October,Q4,2025,Star Air,XX,970,BKK-DXB,Suvarnabhumi Airport,Dubai International Airport,Available,Active,Star Air,232,232,16,33,296,345,67.25,462480.08538900,430877.2643426,27748.80512334,3854.01592300,92496.09572605,232,1601425.00,96085.50,1353026.79,81181.61,248398.21,14903.89,2381,84.49,899523364.00,899523364.00,3978,15917,0.00
2025-11-08,November,Q4,2025,Star Air,XX,383,DXB-SYD,Dubai International Airport,Sydney Kingsford Smith Airport (SYD),Not Available,null,Star Air,222,222,null,null,null,0,null,null,null,null,null,null,null,1317560.00,79053.60,1113461.64,66807.61,204098.37,12245.99,2153,84.51,534459497.00,534459497.00,3341,10811,0.00
2025-08-29,August,Q3,2025,Star Air,XX,499,DXB-HYD,Dubai International Airport,Hyderabad - Rajiv Gandhi International Airport,Not Available,null,Star Air,236,236,null,null,null,0,null,null,null,null,null,null,null,764825.00,45889.50,646318.22,38779.05,118506.79,7110.45,1715,84.51,456853358.00,456853358.00,3204,9659,0.00
2025-12-10,December,Q4,2025,Star Air,XX,436,MEL-DXB,Melbourne Airport (MEL),Dubai International Airport,Available,Active,Star Air,247,247,10,24,300,334,73.95,1030457.97270600,938040.6298343,61827.47836236,30589.86450900,185481.85343879,247,1540890.00,92453.40,1305378.56,78322.68,235511.44,14130.72,2173,84.72,123454656.00,123454656.00,1160,1864,0.00
2025-10-23,October,Q4,2025,Star Air,XX,840,MRU-DXB,Sir Seewoosagur Ramgoolam International Airport,Dubai International Airport,Not Available,null,Star Air,233,233,null,null,null,0,null,null,null,null,null,null,null,1164520.00,69871.20,987234.70,59234.11,177285.31,10637.09,1679,84.78,710432714.00,710432714.00,3880,14565,0.00
2025-11-02,November,Q4,2025,Star Air,XX,524,DXB-COK,Dubai International Airport,Cochin International Airport,Available,Active,Star Air,238,238,12,29,300,341,69.79,225616.00000000,167147.0400000,13536.96000000,44932.00000000,27073.52000000,238,864070.00,51844.20,732136.25,43928.02,131933.75,7916.18,1392,84.73,936729495.00,936729495.00,3915,15017,0.00
2025-03-05,March,Q1,2025,Star Air,XX,367,ZRH-DXB,Zurich Airport (ZRH),Dubai International Airport,Not Available,null,Star Air,253,253,null,null,null,0,null,null,null,null,null,null,null,1484115.00,89046.90,1254983.78,75298.87,229131.22,13748.03,2036,84.56,64063180.00,64063180.00,1513,2868,0.00
2025-08-14,August,Q3,2025,Star Air,XX,640,SIN-DXB,Singapore Changi Airport (SIN),Dubai International Airport,Not Available,null,Star Air,248,248,null,null,null,0,null,null,null,null,null,null,null,922120.00,55327.20,780975.68,46858.51,141144.33,8468.69,1457,84.69,398977039.00,398977039.00,3198,9628,0.00
2025-05-25,May,Q2,2025,Star Air,XX,840,DXB-MRU,Dubai International Airport,Sir Seewoosagur Ramgoolam International Airport,Available,Active,Star Air,238,238,7,34,290,331,71.90,560798.00000000,519773.1200000,33647.88000000,7377.00000000,28040.19000000,238,2120705.00,127242.30,1778234.78,106693.86,342470.23,20548.44,2383,83.85,682208065.00,682208065.00,3925,14939,0.00
2026-02-05,February,Q1,2026,Star Air,XX,850,MEL-DXB,Melbourne Airport (MEL),Dubai International Airport,Available,Active,Star Air,229,229,7,22,294,323,70.90,862248.38534300,797190.9308182,51734.90312058,13322.55140400,155201.88092935,229,1328170.00,79690.20,1118446.41,67106.74,209723.59,12583.46,1909,84.21,43510826.00,43510826.00,989,1504,0.00
2025-10-02,October,Q4,2025,Star Air,XX,480,DXB-CCU,Dubai International Airport,Netaji Subhas Chandra Bose International Airport,Not Available,null,Star Air,237,237,null,null,null,0,null,null,null,null,null,null,null,1485425.00,89125.50,1257527.33,75451.58,227897.67,13673.92,2198,84.66,389462784.00,389462784.00,3484,11810,0.00
2026-02-21,February,Q1,2026,Star Air,XX,235,BNE-DXB,Brisbane Airport (BNE),Dubai International Airport,Available,Active,Star Air,255,255,16,34,295,345,73.91,451659.84505400,418065.5422105,27099.59070324,6494.71213800,81301.24923773,255,1651260.00,99075.60,1400740.29,84044.19,250519.71,15031.41,2875,84.83,84133445.00,84133445.00,990,1459,0.00
2025-06-18,June,Q2,2025,Star Air,XX,199,YUL-DXB,Montréal–Trudeau International Airport,Dubai International Airport,Not Available,null,Star Air,234,234,null,null,null,0,null,null,null,null,null,null,null,1808635.00,108518.10,1527974.94,88509.18,280660.06,20008.92,2317,84.48,742481574.00,742481574.00,3456,11648,0.00
2025-10-25,October,Q4,2025,Star Air,XX,811,BNE-DXB,Brisbane Airport (BNE),Dubai International Airport,Not Available,null,Star Air,231,231,null,null,null,0,null,null,null,null,null,null,null,1670380.00,100222.80,1408980.78,84539.13,261399.22,15683.67,2393,84.35,679865711.00,679865711.00,3909,14893,0.00
2025-05-16,May,Q2,2025,Star Air,XX,796,DXB-MAA,Dubai International Airport,Chennai International Airport,Available,Active,Star Air,240,240,10,21,297,328,73.17,231730.00000000,213695.2000000,13903.80000000,4131.00000000,25490.32000000,240,961835.00,57710.10,806402.46,48384.32,155432.54,9325.78,1722,83.84,692164464.00,692164464.00,3621,12877,0.00
2025-05-27,May,Q2,2025,Star Air,XX,393,LHE-DXB,Allama Iqbal International Airport,Dubai International Airport,Available,Active,Star Air,248,248,8,34,292,334,74.25,242423.67068600,224389.0988993,14545.42024116,3489.15154500,26666.60836071,248,1271400.00,76284.00,1073183.63,64391.19,198216.37,11892.81,1953,84.41,730188834.00,730188834.00,3810,14414,0.00
2025-10-04,October,Q4,2025,Star Air,XX,199,DXB-YUL,Dubai International Airport,Montréal–Trudeau International Airport,Available,Active,Star Air,243,243,13,40,296,349,69.63,256543.00000000,236766.4200000,15392.58000000,4384.00000000,28219.43000000,243,963180.00,57790.80,818510.99,49110.77,144669.01,8680.03,1452,84.98,703348256.00,703348256.00,3536,11945,0.00
2026-03-09,March,Q1,2026,Star Air,XX,181,DXB-ZRH,Dubai International Airport,Zurich Airport (ZRH),Not Available,null,Star Air,265,265,null,null,null,0,null,null,null,null,null,null,null,1119325.00,67159.50,945463.22,56727.65,173861.78,10431.85,2678,84.47,72182003.00,72182003.00,854,1240,0.00
2025-02-28,February,Q1,2025,Star Air,XX,924,DXB-HAN,Dubai International Airport,Noi Bai International Airport,Available,Active,Star Air,242,242,7,36,291,334,72.46,380316.00000000,353500.0400000,22818.96000000,3997.00000000,60849.93000000,242,641365.00,38481.90,541852.99,32511.19,99512.01,5970.71,1541,84.48,112788549.00,112788549.00,1550,2858,0.00
2025-07-11,July,Q3,2025,Star Air,XX,420,DXB-CMB,Dubai International Airport,Bandaranaike International Airport (CMB),Not Available,null,Star Air,254,254,null,null,null,0,null,null,null,null,null,null,null,962125.00,57727.50,815006.15,48900.28,147118.85,8827.22,1494,84.71,469979128.00,469979128.00,3225,10154,0.00
2026-02-27,February,Q1,2026,Star Air,XX,285,BNE-DXB,Brisbane Airport (BNE),Dubai International Airport,Available,Active,Star Air,246,246,10,30,295,335,73.43,462155.19502600,428712.6768901,27729.31170156,5713.20643200,87809.42444221,246,587980.00,35278.80,496767.63,29806.30,91212.37,5472.50,1270,84.49,96297560.00,96297560.00,904,1377,0.00
2025-02-15,February,Q1,2025,Star Air,XX,456,MIL-DXB,Milan–Malpensa Airport,Dubai International Airport,Not Available,null,Star Air,242,242,null,null,null,0,null,null,null,null,null,null,null,1049195.00,62951.70,881034.88,52862.02,168160.12,10089.68,1897,83.97,215097461.00,215097461.00,1521,2861,0.00
2025-10-24,October,Q4,2025,Star Air,XX,137,DXB-SYD,Dubai International Airport,Sydney Kingsford Smith Airport (SYD),Available,Active,Star Air,235,235,8,25,287,320,73.44,567695.00000000,528518.3000000,34061.70000000,5115.00000000,107860.35000000,235,882995.00,52979.70,748297.89,44897.84,134697.11,8081.86,1932,84.75,637029755.00,637029755.00,3819,14582,0.00
2026-01-10,January,Q1,2026,Star Air,XX,637,SYD-DXB,Sydney Kingsford Smith Airport (SYD),Dubai International Airport,Available,Active,Star Air,252,252,8,34,289,331,76.13,588749.04958200,546385.7233720,35324.94297492,7038.38323500,105975.70165972,252,1311265.00,78675.90,1112034.91,66722.11,199230.09,11953.79,2144,84.81,86115398.00,86115398.00,992,1533,0.00
2025-03-23,March,Q1,2025,Star Air,XX,770,CDG-DXB,Charles de Gaulle Airport (CDG),Dubai International Airport,Available,Active,Star Air,256,256,12,35,290,337,75.96,653310.96673400,603031.8293152,39198.65800404,11080.47941300,58796.12191928,256,1263525.00,75811.50,1067083.72,64025.03,196441.29,11786.47,2013,84.45,99426972.00,99426972.00,1488,2693,0.00
2025-03-30,March,Q1,2025,Star Air,XX,457,DXB-AKL,Dubai International Airport,Auckland Airport,Not Available,null,Star Air,257,257,null,null,null,0,null,null,null,null,null,null,null,1404770.00,84286.20,1188414.00,71304.81,216356.00,12981.39,2649,84.60,314590588.00,314590588.00,1419,2610,0.00
2025-01-02,January,Q1,2025,Star Air,XX,772,MEL-DXB,Melbourne Airport (MEL),Dubai International Airport,Available,Active,Star Air,258,258,12,25,296,333,77.48,908133.93804700,840342.8636615,54488.03628282,13303.03810300,163463.11624178,258,1602480.00,96148.80,1355737.85,81344.22,246742.15,14804.58,2842,84.60,164083438.00,164083438.00,1487,2793,0.00
2025-10-05,October,Q4,2025,Star Air,XX,545,CCU-DXB,Netaji Subhas Chandra Bose International Airport,Dubai International Airport,Available,Active,Star Air,259,259,11,29,287,327,79.20,277811.78936700,258977.2228027,16668.70736202,2165.85920200,27781.15473638,259,1824970.00,109498.20,1544324.88,92659.26,280645.12,16838.94,2623,84.62,522247265.00,522247265.00,3498,11915,0.00
2025-12-10,December,Q4,2025,Star Air,XX,793,DXB-PEW,Dubai International Airport,Bacha Khan International Airport,Not Available,null,Star Air,209,209,null,null,null,0,null,null,null,null,null,null,null,1540890.00,92453.40,1305378.56,78322.68,235511.44,14130.72,2173,84.72,123454656.00,123454656.00,1160,1864,0.00
2026-03-25,March,Q1,2026,Star Air,XX,722,DXB-BNE,Dubai International Airport,Brisbane Airport (BNE),Not Available,null,Star Air,245,245,null,null,null,0,null,null,null,null,null,null,null,460730.00,27643.80,388652.55,23319.21,72077.46,4324.59,1241,84.36,49018029.00,49018029.00,760,1061,0.00
2026-03-28,March,Q1,2026,Star Air,XX,840,DXB-MRU,Dubai International Airport,Sir Seewoosagur Ramgoolam International Airport,Available,Active,Star Air,237,237,7,34,290,331,71.60,491007.00000000,453520.5800000,29460.42000000,8026.00000000,24550.26000000,237,1870505.00,112230.30,1577774.36,94666.52,292730.64,17563.78,2890,84.35,84072983.00,84072983.00,804,1081,0.00
2026-02-01,February,Q1,2026,Star Air,XX,276,PEW-DXB,Bacha Khan International Airport,Dubai International Airport,Not Available,null,Star Air,240,240,null,null,null,0,null,null,null,null,null,null,null,1245755.00,74745.30,1051120.01,63067.16,194634.99,11678.14,2166,84.38,114744130.00,114744130.00,1016,1528,0.00
2025-10-18,October,Q4,2025,Star Air,XX,235,BNE-DXB,Brisbane Airport (BNE),Dubai International Airport,Available,Active,Star Air,237,237,16,34,295,345,68.70,421321.48333400,384589.6684612,25279.28900004,11452.52587400,75840.36365623,237,1257145.00,75428.70,1064734.74,63884.19,192410.26,11544.51,1892,84.69,566554712.00,566554712.00,3734,13695,0.00
